Loan_ID,Name,Phone,Email,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001807,Person 244,9800000244,person244@example.com,Male,Yes,2,Graduate,Yes,6250,1300,108,360,1,Rural,Y
LP001811,Person 245,9800000245,person245@example.com,Male,Yes,0,Not Graduate,No,3406,4417,123,360,1,Semiurban,Y
LP001813,Person 246,9800000246,person246@example.com,Male,No,0,Graduate,Yes,6050,4333,120,180,1,Urban,N
LP001814,Person 247,9800000247,person247@example.com,Male,Yes,2,Graduate,No,9703,0,112,360,1,Urban,Y
LP001819,Person 248,9800000248,person248@example.com,Male,Yes,1,Not Graduate,No,6608,0,137,180,1,Urban,Y
LP001824,Person 249,9800000249,person249@example.com,Male,Yes,1,Graduate,No,2882,1843,123,480,1,Semiurban,Y
LP001825,Person 250,9800000250,person250@example.com,Male,Yes,0,Graduate,No,1809,1868,90,360,1,Urban,Y
LP001835,Person 251,9800000251,person251@example.com,Male,Yes,0,Not Graduate,No,1668,3890,201,360,0,Semiurban,N
LP001836,Person 252,9800000252,person252@example.com,Female,No,2,Graduate,No,3427,0,138,360,1,Urban,N
LP001841,Person 253,9800000253,person253@example.com,Male,No,0,Not Graduate,Yes,2583,2167,104,360,1,Rural,Y
LP001843,Person 254,9800000254,person254@example.com,Male,Yes,1,Not Graduate,No,2661,7101,279,180,1,Semiurban,Y
LP001844,Person 255,9800000255,person255@example.com,Male,No,0,Graduate,Yes,16250,0,192,360,0,Urban,N
LP001846,Person 256,9800000256,person256@example.com,Female,No,3+,Graduate,No,3083,0,255,360,1,Rural,Y
LP001849,Person 257,9800000257,person257@example.com,Male,No,0,Not Graduate,No,6045,0,115,360,0,Rural,N
LP001854,Person 258,9800000258,person258@example.com,Male,Yes,3+,Graduate,No,5250,0,94,360,1,Urban,N
LP001859,Person 259,9800000259,person259@example.com,Male,Yes,0,Graduate,No,14683,2100,304,360,1,Rural,N
LP001864,Person 260,9800000260,person260@example.com,Male,Yes,3+,Not Graduate,No,4931,0,128,360,,Semiurban,N
LP001865,Person 261,9800000261,person261@example.com,Male,Yes,1,Graduate,No,6083,4250,330,360,,Urban,Y
LP001868,Person 262,9800000262,person262@example.com,Male,No,0,Graduate,No,2060,2209,134,360,1,Semiurban,Y
LP001870,Person 263,9800000263,person263@example.com,Female,No,1,Graduate,No,3481,0,155,36,1,Semiurban,N
LP001871,Person 264,9800000264,person264@example.com,Female,No,0,Graduate,No,7200,0,120,360,1,Rural,Y
LP001872,Person 265,9800000265,person265@example.com,Male,No,0,Graduate,Yes,5166,0,128,360,1,Semiurban,Y
LP001875,Person 266,9800000266,person266@example.com,Male,No,0,Graduate,No,4095,3447,151,360,1,Rural,Y
LP001877,Person 267,9800000267,person267@example.com,Male,Yes,2,Graduate,No,4708,1387,150,360,1,Semiurban,Y
LP001882,Person 268,9800000268,person268@example.com,Male,Yes,3+,Graduate,No,4333,1811,160,360,0,Urban,Y
LP001883,Person 269,9800000269,person269@example.com,Female,No,0,Graduate,,3418,0,135,360,1,Rural,N
LP001884,Person 270,9800000270,person270@example.com,Female,No,1,Graduate,No,2876,1560,90,360,1,Urban,Y
LP001888,Person 271,9800000271,person271@example.com,Female,No,0,Graduate,No,3237,0,30,360,1,Urban,Y
LP001891,Person 272,9800000272,person272@example.com,Male,Yes,0,Graduate,No,11146,0,136,360,1,Urban,Y
LP001892,Person 273,9800000273,person273@example.com,Male,No,0,Graduate,No,2833,1857,126,360,1,Rural,Y
LP001894,Person 274,9800000274,person274@example.com,Male,Yes,0,Graduate,No,2620,2223,150,360,1,Semiurban,Y
LP001896,Person 275,9800000275,person275@example.com,Male,Yes,2,Graduate,No,3900,0,90,360,1,Semiurban,Y
LP001900,Person 276,9800000276,person276@example.com,Male,Yes,1,Graduate,No,2750,1842,115,360,1,Semiurban,Y
LP001903,Person 277,9800000277,person277@example.com,Male,Yes,0,Graduate,No,3993,3274,207,360,1,Semiurban,Y
LP001904,Person 278,9800000278,person278@example.com,Male,Yes,0,Graduate,No,3103,1300,80,360,1,Urban,Y
LP001907,Person 279,9800000279,person279@example.com,Male,Yes,0,Graduate,No,14583,0,436,360,1,Semiurban,Y
LP001908,Person 280,9800000280,person280@example.com,Female,Yes,0,Not Graduate,No,4100,0,124,360,,Rural,Y
LP001910,Person 281,9800000281,person281@example.com,Male,No,1,Not Graduate,Yes,4053,2426,158,360,0,Urban,N
LP001914,Person 282,9800000282,person282@example.com,Male,Yes,0,Graduate,No,3927,800,112,360,1,Semiurban,Y
LP001915,Person 283,9800000283,person283@example.com,Male,Yes,2,Graduate,No,2301,985.7999878,78,180,1,Urban,Y
LP001917,Person 284,9800000284,person284@example.com,Female,No,0,Graduate,No,1811,1666,54,360,1,Urban,Y
LP001922,Person 285,9800000285,person285@example.com,Male,Yes,0,Graduate,No,20667,0,,360,1,Rural,N
LP001924,Person 286,9800000286,person286@example.com,Male,No,0,Graduate,No,3158,3053,89,360,1,Rural,Y
LP001925,Person 287,9800000287,person287@example.com,Female,No,0,Graduate,Yes,2600,1717,99,300,1,Semiurban,N
LP001926,Person 288,9800000288,person288@example.com,Male,Yes,0,Graduate,No,3704,2000,120,360,1,Rural,Y
LP001931,Person 289,9800000289,person289@example.com,Female,No,0,Graduate,No,4124,0,115,360,1,Semiurban,Y
LP001935,Person 290,9800000290,person290@example.com,Male,No,0,Graduate,No,9508,0,187,360,1,Rural,Y
LP001936,Person 291,9800000291,person291@example.com,Male,Yes,0,Graduate,No,3075,2416,139,360,1,Rural,Y
LP001938,Person 292,9800000292,person292@example.com,Male,Yes,2,Graduate,No,4400,0,127,360,0,Semiurban,N
LP001940,Person 293,9800000293,person293@example.com,Male,Yes,2,Graduate,No,3153,1560,134,360,1,Urban,Y
LP001945,Person 294,9800000294,person294@example.com,Female,No,,Graduate,No,5417,0,143,480,0,Urban,N
LP001947,Person 295,9800000295,person295@example.com,Male,Yes,0,Graduate,No,2383,3334,172,360,1,Semiurban,Y
LP001949,Person 296,9800000296,person296@example.com,Male,Yes,3+,Graduate,,4416,1250,110,360,1,Urban,Y
LP001953,Person 297,9800000297,person297@example.com,Male,Yes,1,Graduate,No,6875,0,200,360,1,Semiurban,Y
LP001954,Person 298,9800000298,person298@example.com,Female,Yes,1,Graduate,No,4666,0,135,360,1,Urban,Y
LP001955,Person 299,9800000299,person299@example.com,Female,No,0,Graduate,No,5000,2541,151,480,1,Rural,N
LP001963,Person 300,9800000300,person300@example.com,Male,Yes,1,Graduate,No,2014,2925,113,360,1,Urban,N
LP001964,Person 301,9800000301,person301@example.com,Male,Yes,0,Not Graduate,No,1800,2934,93,360,0,Urban,N
LP001972,Person 302,9800000302,person302@example.com,Male,Yes,,Not Graduate,No,2875,1750,105,360,1,Semiurban,Y
LP001974,Person 303,9800000303,person303@example.com,Female,No,0,Graduate,No,5000,0,132,360,1,Rural,Y
LP001977,Person 304,9800000304,person304@example.com,Male,Yes,1,Graduate,No,1625,1803,96,360,1,Urban,Y
LP001978,Person 305,9800000305,person305@example.com,Male,No,0,Graduate,No,4000,2500,140,360,1,Rural,Y
LP001990,Person 306,9800000306,person306@example.com,Male,No,0,Not Graduate,No,2000,0,,360,1,Urban,N
LP001993,Person 307,9800000307,person307@example.com,Female,No,0,Graduate,No,3762,1666,135,360,1,Rural,Y
LP001994,Person 308,9800000308,person308@example.com,Female,No,0,Graduate,No,2400,1863,104,360,0,Urban,N
LP001996,Person 309,9800000309,person309@example.com,Male,No,0,Graduate,No,20233,0,480,360,1,Rural,N
LP001998,Person 310,9800000310,person310@example.com,Male,Yes,2,Not Graduate,No,7667,0,185,360,,Rural,Y
LP002002,Person 311,9800000311,person311@example.com,Female,No,0,Graduate,No,2917,0,84,360,1,Semiurban,Y
LP002004,Person 312,9800000312,person312@example.com,Male,No,0,Not Graduate,No,2927,2405,111,360,1,Semiurban,Y
LP002006,Person 313,9800000313,person313@example.com,Female,No,0,Graduate,No,2507,0,56,360,1,Rural,Y
LP002008,Person 314,9800000314,person314@example.com,Male,Yes,2,Graduate,Yes,5746,0,144,84,,Rural,Y
LP002024,Person 315,9800000315,person315@example.com,,Yes,0,Graduate,No,2473,1843,159,360,1,Rural,N
LP002031,Person 316,9800000316,person316@example.com,Male,Yes,1,Not Graduate,No,3399,1640,111,180,1,Urban,Y
LP002035,Person 317,9800000317,person317@example.com,Male,Yes,2,Graduate,No,3717,0,120,360,1,Semiurban,Y
LP002036,Person 318,9800000318,person318@example.com,Male,Yes,0,Graduate,No,2058,2134,88,360,,Urban,Y
LP002043,Person 319,9800000319,person319@example.com,Female,No,1,Graduate,No,3541,0,112,360,,Semiurban,Y
LP002050,Person 320,9800000320,person320@example.com,Male,Yes,1,Graduate,Yes,10000,0,155,360,1,Rural,N
LP002051,Person 321,9800000321,person321@example.com,Male,Yes,0,Graduate,No,2400,2167,115,360,1,Semiurban,Y
LP002053,Person 322,9800000322,person322@example.com,Male,Yes,3+,Graduate,No,4342,189,124,360,1,Semiurban,Y
LP002054,Person 323,9800000323,person323@example.com,Male,Yes,2,Not Graduate,No,3601,1590,,360,1,Rural,Y
LP002055,Person 324,9800000324,person324@example.com,Female,No,0,Graduate,No,3166,2985,132,360,,Rural,Y
LP002065,Person 325,9800000325,person325@example.com,Male,Yes,3+,Graduate,No,15000,0,300,360,1,Rural,Y
LP002067,Person 326,9800000326,person326@example.com,Male,Yes,1,Graduate,Yes,8666,4983,376,360,0,Rural,N
LP002068,Person 327,9800000327,person327@example.com,Male,No,0,Graduate,No,4917,0,130,360,0,Rural,Y
LP002082,Person 328,9800000328,person328@example.com,Male,Yes,0,Graduate,Yes,5818,2160,184,360,1,Semiurban,Y
LP002086,Person 329,9800000329,person329@example.com,Female,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N
LP002087,Person 330,9800000330,person330@example.com,Female,No,0,Graduate,No,2500,0,67,360,1,Urban,Y
LP002097,Person 331,9800000331,person331@example.com,Male,No,1,Graduate,No,4384,1793,117,360,1,Urban,Y
LP002098,Person 332,9800000332,person332@example.com,Male,No,0,Graduate,No,2935,0,98,360,1,Semiurban,Y
LP002100,Person 333,9800000333,person333@example.com,Male,No,,Graduate,No,2833,0,71,360,1,Urban,Y
LP002101,Person 334,9800000334,person334@example.com,Male,Yes,0,Graduate,,63337,0,490,180,1,Urban,Y
LP002103,Person 335,9800000335,person335@example.com,,Yes,1,Graduate,Yes,9833,1833,182,180,1,Urban,Y
LP002106,Person 336,9800000336,person336@example.com,Male,Yes,,Graduate,Yes,5503,4490,70,,1,Semiurban,Y
LP002110,Person 337,9800000337,person337@example.com,Male,Yes,1,Graduate,,5250,688,160,360,1,Rural,Y
LP002112,Person 338,9800000338,person338@example.com,Male,Yes,2,Graduate,Yes,2500,4600,176,360,1,Rural,Y
LP002113,Person 339,9800000339,person339@example.com,Female,No,3+,Not Graduate,No,1830,0,,360,0,Urban,N
LP002114,Person 340,9800000340,person340@example.com,Female,No,0,Graduate,No,4160,0,71,360,1,Semiurban,Y
LP002115,Person 341,9800000341,person341@example.com,Male,Yes,3+,Not Graduate,No,2647,1587,173,360,1,Rural,N
LP002116,Person 342,9800000342,person342@example.com,Female,No,0,Graduate,No,2378,0,46,360,1,Rural,N
LP002119,Person 343,9800000343,person343@example.com,Male,Yes,1,Not Graduate,No,4554,1229,158,360,1,Urban,Y
LP002126,Person 344,9800000344,person344@example.com,Male,Yes,3+,Not Graduate,No,3173,0,74,360,1,Semiurban,Y
LP002128,Person 345,9800000345,person345@example.com,Male,Yes,2,Graduate,,2583,2330,125,360,1,Rural,Y
LP002129,Person 346,9800000346,person346@example.com,Male,Yes,0,Graduate,No,2499,2458,160,360,1,Semiurban,Y
LP002130,Person 347,9800000347,person347@example.com,Male,Yes,,Not Graduate,No,3523,3230,152,360,0,Rural,N
LP002131,Person 348,9800000348,person348@example.com,Male,Yes,2,Not Graduate,No,3083,2168,126,360,1,Urban,Y
LP002137,Person 349,9800000349,person349@example.com,Male,Yes,0,Graduate,No,6333,4583,259,360,,Semiurban,Y
LP002138,Person 350,9800000350,person350@example.com,Male,Yes,0,Graduate,No,2625,6250,187,360,1,Rural,Y
LP002139,Person 351,9800000351,person351@example.com,Male,Yes,0,Graduate,No,9083,0,228,360,1,Semiurban,Y
LP002140,Person 352,9800000352,person352@example.com,Male,No,0,Graduate,No,8750,4167,308,360,1,Rural,N
LP002141,Person 353,9800000353,person353@example.com,Male,Yes,3+,Graduate,No,2666,2083,95,360,1,Rural,Y
LP002142,Person 354,9800000354,person354@example.com,Female,Yes,0,Graduate,Yes,5500,0,105,360,0,Rural,N
LP002143,Person 355,9800000355,person355@example.com,Female,Yes,0,Graduate,No,2423,505,130,360,1,Semiurban,Y
LP002144,Person 356,9800000356,person356@example.com,Female,No,,Graduate,No,3813,0,116,180,1,Urban,Y
LP002149,Person 357,9800000357,person357@example.com,Male,Yes,2,Graduate,No,8333,3167,165,360,1,Rural,Y
LP002151,Person 358,9800000358,person358@example.com,Male,Yes,1,Graduate,No,3875,0,67,360,1,Urban,N
LP002158,Person 359,9800000359,person359@example.com,Male,Yes,0,Not Graduate,No,3000,1666,100,480,0,Urban,N
LP002160,Person 360,9800000360,person360@example.com,Male,Yes,3+,Graduate,No,5167,3167,200,360,1,Semiurban,Y
LP002161,Person 361,9800000361,person361@example.com,Female,No,1,Graduate,No,4723,0,81,360,1,Semiurban,N
LP002170,Person 362,9800000362,person362@example.com,Male,Yes,2,Graduate,No,5000,3667,236,360,1,Semiurban,Y
LP002175,Person 363,9800000363,person363@example.com,Male,Yes,0,Graduate,No,4750,2333,130,360,1,Urban,Y
LP002178,Person 364,9800000364,person364@example.com,Male,Yes,0,Graduate,No,3013,3033,95,300,,Urban,Y
LP002180,Person 365,9800000365,person365@example.com,Male,No,0,Graduate,Yes,6822,0,141,360,1,Rural,Y
LP002181,Person 366,9800000366,person366@example.com,Male,No,0,Not Graduate,No,6216,0,133,360,1,Rural,N
LP002187,Person 367,9800000367,person367@example.com,Male,No,0,Graduate,No,2500,0,96,480,1,Semiurban,N
LP002188,Person 368,9800000368,person368@example.com,Male,No,0,Graduate,No,5124,0,124,,0,Rural,N
LP002190,Person 369,9800000369,person369@example.com,Male,Yes,1,Graduate,No,6325,0,175,360,1,Semiurban,Y
LP002191,Person 370,9800000370,person370@example.com,Male,Yes,0,Graduate,No,19730,5266,570,360,1,Rural,N
LP002194,Person 371,9800000371,person371@example.com,Female,No,0,Graduate,Yes,15759,0,55,360,1,Semiurban,Y
LP002197,Person 372,9800000372,person372@example.com,Male,Yes,2,Graduate,No,5185,0,155,360,1,Semiurban,Y
LP002201,Person 373,9800000373,person373@example.com,Male,Yes,2,Graduate,Yes,9323,7873,380,300,1,Rural,Y
LP002205,Person 374,9800000374,person374@example.com,Male,No,1,Graduate,No,3062,1987,111,180,0,Urban,N
LP002209,Person 375,9800000375,person375@example.com,Female,No,0,Graduate,,2764,1459,110,360,1,Urban,Y
LP002211,Person 376,9800000376,person376@example.com,Male,Yes,0,Graduate,No,4817,923,120,180,1,Urban,Y
LP002219,Person 377,9800000377,person377@example.com,Male,Yes,3+,Graduate,No,8750,4996,130,360,1,Rural,Y
LP002223,Person 378,9800000378,person378@example.com,Male,Yes,0,Graduate,No,4310,0,130,360,,Semiurban,Y
LP002224,Person 379,9800000379,person379@example.com,Male,No,0,Graduate,No,3069,0,71,480,1,Urban,N
LP002225,Person 380,9800000380,person380@example.com,Male,Yes,2,Graduate,No,5391,0,130,360,1,Urban,Y
LP002226,Person 381,9800000381,person381@example.com,Male,Yes,0,Graduate,,3333,2500,128,360,1,Semiurban,Y
LP002229,Person 382,9800000382,person382@example.com,Male,No,0,Graduate,No,5941,4232,296,360,1,Semiurban,Y
LP002231,Person 383,9800000383,person383@example.com,Female,No,0,Graduate,No,6000,0,156,360,1,Urban,Y
LP002234,Person 384,9800000384,person384@example.com,Male,No,0,Graduate,Yes,7167,0,128,360,1,Urban,Y
LP002236,Person 385,9800000385,person385@example.com,Male,Yes,2,Graduate,No,4566,0,100,360,1,Urban,N
LP002237,Person 386,9800000386,person386@example.com,Male,No,1,Graduate,,3667,0,113,180,1,Urban,Y
LP002239,Person 387,9800000387,person387@example.com,Male,No,0,Not Graduate,No,2346,1600,132,360,1,Semiurban,Y
LP002243,Person 388,9800000388,person388@example.com,Male,Yes,0,Not Graduate,No,3010,3136,,360,0,Urban,N
LP002244,Person 389,9800000389,person389@example.com,Male,Yes,0,Graduate,No,2333,2417,136,360,1,Urban,Y
LP002250,Person 390,9800000390,person390@example.com,Male,Yes,0,Graduate,No,5488,0,125,360,1,Rural,Y
LP002255,Person 391,9800000391,person391@example.com,Male,No,3+,Graduate,No,9167,0,185,360,1,Rural,Y
LP002262,Person 392,9800000392,person392@example.com,Male,Yes,3+,Graduate,No,9504,0,275,360,1,Rural,Y
LP002263,Person 393,9800000393,person393@example.com,Male,Yes,0,Graduate,No,2583,2115,120,360,,Urban,Y
LP002265,Person 394,9800000394,person394@example.com,Male,Yes,2,Not Graduate,No,1993,1625,113,180,1,Semiurban,Y
LP002266,Person 395,9800000395,person395@example.com,Male,Yes,2,Graduate,No,3100,1400,113,360,1,Urban,Y
LP002272,Person 396,9800000396,person396@example.com,Male,Yes,2,Graduate,No,3276,484,135,360,,Semiurban,Y
LP002277,Person 397,9800000397,person397@example.com,Female,No,0,Graduate,No,3180,0,71,360,0,Urban,N
LP002281,Person 398,9800000398,person398@example.com,Male,Yes,0,Graduate,No,3033,1459,95,360,1,Urban,Y
LP002284,Person 399,9800000399,person399@example.com,Male,No,0,Not Graduate,No,3902,1666,109,360,1,Rural,Y
LP002287,Person 400,9800000400,person400@example.com,Female,No,0,Graduate,No,1500,1800,103,360,0,Semiurban,N
LP002288,Person 401,9800000401,person401@example.com,Male,Yes,2,Not Graduate,No,2889,0,45,180,0,Urban,N
LP002296,Person 402,9800000402,person402@example.com,Male,No,0,Not Graduate,No,2755,0,65,300,1,Rural,N
LP002297,Person 403,9800000403,person403@example.com,Male,No,0,Graduate,No,2500,20000,103,360,1,Semiurban,Y
LP002300,Person 404,9800000404,person404@example.com,Female,No,0,Not Graduate,No,1963,0,53,360,1,Semiurban,Y
LP002301,Person 405,9800000405,person405@example.com,Female,No,0,Graduate,Yes,7441,0,194,360,1,Rural,N
LP002305,Person 406,9800000406,person406@example.com,Female,No,0,Graduate,No,4547,0,115,360,1,Semiurban,Y
LP002308,Person 407,9800000407,person407@example.com,Male,Yes,0,Not Graduate,No,2167,2400,115,360,1,Urban,Y
LP002314,Person 408,9800000408,person408@example.com,Female,No,0,Not Graduate,No,2213,0,66,360,1,Rural,Y
LP002315,Person 409,9800000409,person409@example.com,Male,Yes,1,Graduate,No,8300,0,152,300,0,Semiurban,N
LP002317,Person 410,9800000410,person410@example.com,Male,Yes,3+,Graduate,No,81000,0,360,360,0,Rural,N
LP002318,Person 411,9800000411,person411@example.com,Female,No,1,Not Graduate,Yes,3867,0,62,360,1,Semiurban,N
LP002319,Person 412,9800000412,person412@example.com,Male,Yes,0,Graduate,,6256,0,160,360,,Urban,Y
LP002328,Person 413,9800000413,person413@example.com,Male,Yes,0,Not Graduate,No,6096,0,218,360,0,Rural,N
LP002332,Person 414,9800000414,person414@example.com,Male,Yes,0,Not Graduate,No,2253,2033,110,360,1,Rural,Y
LP002335,Person 415,9800000415,person415@example.com,Female,Yes,0,Not Graduate,No,2149,3237,178,360,0,Semiurban,N
LP002337,Person 416,9800000416,person416@example.com,Female,No,0,Graduate,No,2995,0,60,360,1,Urban,Y
LP002341,Person 417,9800000417,person417@example.com,Female,No,1,Graduate,No,2600,0,160,360,1,Urban,N
LP002342,Person 418,9800000418,person418@example.com,Male,Yes,2,Graduate,Yes,1600,20000,239,360,1,Urban,N
LP002345,Person 419,9800000419,person419@example.com,Male,Yes,0,Graduate,No,1025,2773,112,360,1,Rural,Y
LP002347,Person 420,9800000420,person420@example.com,Male,Yes,0,Graduate,No,3246,1417,138,360,1,Semiurban,Y
LP002348,Person 421,9800000421,person421@example.com,Male,Yes,0,Graduate,No,5829,0,138,360,1,Rural,Y
LP002357,Person 422,9800000422,person422@example.com,Female,No,0,Not Graduate,No,2720,0,80,,0,Urban,N
LP002361,Person 423,9800000423,person423@example.com,Male,Yes,0,Graduate,No,1820,1719,100,360,1,Urban,Y
LP002362,Person 424,9800000424,person424@example.com,Male,Yes,1,Graduate,No,7250,1667,110,,0,Urban,N
LP002364,Person 425,9800000425,person425@example.com,Male,Yes,0,Graduate,No,14880,0,96,360,1,Semiurban,Y
LP002366,Person 426,9800000426,person426@example.com,Male,Yes,0,Graduate,No,2666,4300,121,360,1,Rural,Y
LP002367,Person 427,9800000427,person427@example.com,Female,No,1,Not Graduate,No,4606,0,81,360,1,Rural,N
LP002368,Person 428,9800000428,person428@example.com,Male,Yes,2,Graduate,No,5935,0,133,360,1,Semiurban,Y
LP002369,Person 429,9800000429,person429@example.com,Male,Yes,0,Graduate,No,2920,16.12000084,87,360,1,Rural,Y
LP002370,Person 430,9800000430,person430@example.com,Male,No,0,Not Graduate,No,2717,0,60,180,1,Urban,Y
LP002377,Person 431,9800000431,person431@example.com,Female,No,1,Graduate,Yes,8624,0,150,360,1,Semiurban,Y
LP002379,Person 432,9800000432,person432@example.com,Male,No,0,Graduate,No,6500,0,105,360,0,Rural,N
LP002386,Person 433,9800000433,person433@example.com,Male,No,0,Graduate,,12876,0,405,360,1,Semiurban,Y
LP002387,Person 434,9800000434,person434@example.com,Male,Yes,0,Graduate,No,2425,2340,143,360,1,Semiurban,Y
LP002390,Person 435,9800000435,person435@example.com,Male,No,0,Graduate,No,3750,0,100,360,1,Urban,Y
LP002393,Person 436,9800000436,person436@example.com,Female,,,Graduate,No,10047,0,,240,1,Semiurban,Y
LP002398,Person 437,9800000437,person437@example.com,Male,No,0,Graduate,No,1926,1851,50,360,1,Semiurban,Y
LP002401,Person 438,9800000438,person438@example.com,Male,Yes,0,Graduate,No,2213,1125,,360,1,Urban,Y
LP002403,Person 439,9800000439,person439@example.com,Male,No,0,Graduate,Yes,10416,0,187,360,0,Urban,N
LP002407,Person 440,9800000440,person440@example.com,Female,Yes,0,Not Graduate,Yes,7142,0,138,360,1,Rural,Y
LP002408,Person 441,9800000441,person441@example.com,Male,No,0,Graduate,No,3660,5064,187,360,1,Semiurban,Y
LP002409,Person 442,9800000442,person442@example.com,Male,Yes,0,Graduate,No,7901,1833,180,360,1,Rural,Y
LP002418,Person 443,9800000443,person443@example.com,Male,No,3+,Not Graduate,No,4707,1993,148,360,1,Semiurban,Y
LP002422,Person 444,9800000444,person444@example.com,Male,No,1,Graduate,No,37719,0,152,360,1,Semiurban,Y
LP002424,Person 445,9800000445,person445@example.com,Male,Yes,0,Graduate,No,7333,8333,175,300,,Rural,Y
LP002429,Person 446,9800000446,person446@example.com,Male,Yes,1,Graduate,Yes,3466,1210,130,360,1,Rural,Y
LP002434,Person 447,9800000447,person447@example.com,Male,Yes,2,Not Graduate,No,4652,0,110,360,1,Rural,Y
LP002435,Person 448,9800000448,person448@example.com,Male,Yes,0,Graduate,,3539,1376,55,360,1,Rural,N
LP002443,Person 449,9800000449,person449@example.com,Male,Yes,2,Graduate,No,3340,1710,150,360,0,Rural,N
LP002444,Person 450,9800000450,person450@example.com,Male,No,1,Not Graduate,Yes,2769,1542,190,360,,Semiurban,N
LP002446,Person 451,9800000451,person451@example.com,Male,Yes,2,Not Graduate,No,2309,1255,125,360,0,Rural,N
LP002447,Person 452,9800000452,person452@example.com,Male,Yes,2,Not Graduate,No,1958,1456,60,300,,Urban,Y
LP002448,Person 453,9800000453,person453@example.com,Male,Yes,0,Graduate,No,3948,1733,149,360,0,Rural,N
LP002449,Person 454,9800000454,person454@example.com,Male,Yes,0,Graduate,No,2483,2466,90,180,0,Rural,Y
LP002453,Person 455,9800000455,person455@example.com,Male,No,0,Graduate,Yes,7085,0,84,360,1,Semiurban,Y
LP002455,Person 456,9800000456,person456@example.com,Male,Yes,2,Graduate,No,3859,0,96,360,1,Semiurban,Y
LP002459,Person 457,9800000457,person457@example.com,Male,Yes,0,Graduate,No,4301,0,118,360,1,Urban,Y
LP002467,Person 458,9800000458,person458@example.com,Male,Yes,0,Graduate,No,3708,2569,173,360,1,Urban,N
LP002472,Person 459,9800000459,person459@example.com,Male,No,2,Graduate,No,4354,0,136,360,1,Rural,Y
LP002473,Person 460,9800000460,person460@example.com,Male,Yes,0,Graduate,No,8334,0,160,360,1,Semiurban,N
LP002478,Person 461,9800000461,person461@example.com,,Yes,0,Graduate,Yes,2083,4083,160,360,,Semiurban,Y
LP002484,Person 462,9800000462,person462@example.com,Male,Yes,3+,Graduate,No,7740,0,128,180,1,Urban,Y
LP002487,Person 463,9800000463,person463@example.com,Male,Yes,0,Graduate,No,3015,2188,153,360,1,Rural,Y
LP002489,Person 464,9800000464,person464@example.com,Female,No,1,Not Graduate,,5191,0,132,360,1,Semiurban,Y
LP002493,Person 465,9800000465,person465@example.com,Male,No,0,Graduate,No,4166,0,98,360,0,Semiurban,N
LP002494,Person 466,9800000466,person466@example.com,Male,No,0,Graduate,No,6000,0,140,360,1,Rural,Y
LP002500,Person 467,9800000467,person467@example.com,Male,Yes,3+,Not Graduate,No,2947,1664,70,180,0,Urban,N
LP002501,Person 468,9800000468,person468@example.com,,Yes,0,Graduate,No,16692,0,110,360,1,Semiurban,Y
LP002502,Person 469,9800000469,person469@example.com,Female,Yes,2,Not Graduate,,210,2917,98,360,1,Semiurban,Y
LP002505,Person 470,9800000470,person470@example.com,Male,Yes,0,Graduate,No,4333,2451,110,360,1,Urban,N
LP002515,Person 471,9800000471,person471@example.com,Male,Yes,1,Graduate,Yes,3450,2079,162,360,1,Semiurban,Y
LP002517,Person 472,9800000472,person472@example.com,Male,Yes,1,Not Graduate,No,2653,1500,113,180,0,Rural,N
LP002519,Person 473,9800000473,person473@example.com,Male,Yes,3+,Graduate,No,4691,0,100,360,1,Semiurban,Y
LP002522,Person 474,9800000474,person474@example.com,Female,No,0,Graduate,Yes,2500,0,93,360,,Urban,Y
LP002524,Person 475,9800000475,person475@example.com,Male,No,2,Graduate,No,5532,4648,162,360,1,Rural,Y
LP002527,Person 476,9800000476,person476@example.com,Male,Yes,2,Graduate,Yes,16525,1014,150,360,1,Rural,Y
LP002529,Person 477,9800000477,person477@example.com,Male,Yes,2,Graduate,No,6700,1750,230,300,1,Semiurban,Y
LP002530,Person 478,9800000478,person478@example.com,,Yes,2,Graduate,No,2873,1872,132,360,0,Semiurban,N
LP002531,Person 479,9800000479,person479@example.com,Male,Yes,1,Graduate,Yes,16667,2250,86,360,1,Semiurban,Y
LP002533,Person 480,9800000480,person480@example.com,Male,Yes,2,Graduate,No,2947,1603,,360,1,Urban,N
LP002534,Person 481,9800000481,person481@example.com,Female,No,0,Not Graduate,No,4350,0,154,360,1,Rural,Y
LP002536,Person 482,9800000482,person482@example.com,Male,Yes,3+,Not Graduate,No,3095,0,113,360,1,Rural,Y
LP002537,Person 483,9800000483,person483@example.com,Male,Yes,0,Graduate,No,2083,3150,128,360,1,Semiurban,Y
LP002541,Person 484,9800000484,person484@example.com,Male,Yes,0,Graduate,No,10833,0,234,360,1,Semiurban,Y
LP002543,Person 485,9800000485,person485@example.com,Male,Yes,2,Graduate,No,8333,0,246,360,1,Semiurban,Y
LP002544,Person 486,9800000486,person486@example.com,Male,Yes,1,Not Graduate,No,1958,2436,131,360,1,Rural,Y
LP002545,Person 487,9800000487,person487@example.com,Male,No,2,Graduate,No,3547,0,80,360,0,Rural,N
LP002547,Person 488,9800000488,person488@example.com,Male,Yes,1,Graduate,No,18333,0,500,360,1,Urban,N
